"Time","B04105",,
"and",262.01,,
"Date","Mean","Qual",
05/28/1964,         230,      1,
05/29/1964,         230,      1,
05/30/1964,         240,      1,
05/31/1964,         240,      1,
06/01/1964,         240,      1,
06/02/1964,         230,      1,
06/03/1964,         235,      1,
06/04/1964,         230,      1,
06/05/1964,         225,      1,
06/06/1964,         230,      1,
06/07/1964,         245,      1,
06/08/1964,         250,      1,
06/09/1964,         265,      1,
06/10/1964,         260,      1,
06/11/1964,         255,      1,
06/12/1964,         240,      1,
06/13/1964,         240,      1,
06/14/1964,         245,      1,
06/15/1964,         240,      1,
06/16/1964,         250,      1,
06/17/1964,         250,      1,
06/18/1964,         250,      1,
06/19/1964,         245,      1,
06/20/1964,         245,      1,
06/21/1964,         250,      1,
06/22/1964,         245,      1,
06/23/1964,         230,      1,
06/24/1964,         225,      1,
06/25/1964,         225,      1,
06/26/1964,         225,      1,
06/27/1964,         230,      1,
06/28/1964,         230,      1,
06/29/1964,         225,      1,
06/30/1964,         235,      1,
07/01/1964,         230,      1,
07/02/1964,         230,      1,
07/03/1964,         230,      1,
07/04/1964,         230,      1,
07/05/1964,         225,      1,
07/06/1964,         225,      1,
07/07/1964,         230,      1,
07/08/1964,         220,      1,
07/09/1964,         200,      1,
07/10/1964,         205,      1,
07/11/1964,         205,      1,
07/12/1964,         205,      1,
07/13/1964,         200,      1,
07/14/1964,         200,      1,
07/15/1964,         190,      1,
07/16/1964,         185,      1,
07/17/1964,         185,      1,
07/18/1964,         190,      1,
07/19/1964,         200,      1,
07/20/1964,         200,      1,
07/21/1964,         200,      1,
07/22/1964,         195,      1,
07/23/1964,         205,      1,
07/24/1964,         200,      1,
07/25/1964,         195,      1,
07/26/1964,         200,      1,
07/27/1964,         195,      1,
07/28/1964,         185,      1,
07/29/1964,         180,      1,
07/30/1964,         185,      1,
07/31/1964,         190,      1,
08/01/1964,         200,      1,
08/02/1964,         200,      1,
08/03/1964,         195,      1,
08/04/1964,         190,      1,
08/05/1964,         195,      1,
08/06/1964,         185,      1,
08/07/1964,         180,      1,
08/08/1964,         190,      1,
08/09/1964,         205,      1,
08/10/1964,         200,      1,
08/11/1964,         200,      1,
08/12/1964,         200,      1,
08/13/1964,         200,      1,
08/14/1964,         200,      1,
08/15/1964,         215,      1,
08/16/1964,         225,      1,
08/17/1964,         205,      1,
08/18/1964,         200,      1,
08/19/1964,         200,      1,
08/20/1964,         200,      1,
08/21/1964,         210,      1,
08/22/1964,         220,      1,
08/23/1964,         225,      1,
08/24/1964,         220,      1,
08/25/1964,         210,      1,
08/26/1964,         205,      1,
08/27/1964,         210,      1,
08/28/1964,         215,      1,
08/29/1964,         210,      1,
08/30/1964,         220,      1,
08/31/1964,         240,      1,
09/01/1964,         260,      1,
09/02/1964,         255,      1,
09/03/1964,         240,      1,
09/04/1964,         235,      1,
09/05/1964,         240,      1,
09/06/1964,         240,      1,
09/07/1964,         230,      1,
09/08/1964,         225,      1,
09/09/1964,         230,      1,
09/10/1964,         235,      1,
09/11/1964,         240,      1,
09/12/1964,         240,      1,
09/13/1964,         245,      1,
09/14/1964,         235,      1,
09/15/1964,         245,      1,
09/16/1964,         255,      1,
09/17/1964,         250,      1,
09/18/1964,         245,      1,
09/19/1964,         240,      1,
09/20/1964,         250,      1,
09/21/1964,         240,      1,
09/22/1964,         235,      1,
09/23/1964,         235,      1,
09/24/1964,         230,      1,
09/25/1964,         235,      1,
09/26/1964,         240,      1,
09/27/1964,         240,      1,
09/28/1964,         235,      1,
09/29/1964,         255,      1,
09/30/1964,         285,      1,
10/01/1964,         285,      1,
10/02/1964,         285,      1,
10/03/1964,         285,      1,
10/04/1964,         285,      1,
10/05/1964,         275,      1,
10/06/1964,         290,      1,
10/07/1964,         290,      1,
10/08/1964,         290,      1,
10/09/1964,         295,      1,
10/10/1964,         310,      1,
10/11/1964,         325,      1,
10/12/1964,         325,      1,
10/13/1964,         330,      1,
10/14/1964,         345,      1,
10/15/1964,         350,      1,
10/16/1964,         390,      1,
10/17/1964,         340,      1,
10/18/1964,         295,      1,
10/19/1964,         275,      1,
10/20/1964,         255,      1,
10/21/1964,         250,      1,
10/22/1964,         255,      1,
10/23/1964,         255,      1,
10/24/1964,         250,      1,
10/25/1964,         245,      1,
10/26/1964,         240,      1,
10/27/1964,         280,      1,
10/28/1964,         575,      1,
10/29/1964,         840,      1,
10/30/1964,         900,      1,
10/31/1964,         840,      1,
11/01/1964,         840,      1,
11/02/1964,         810,      1,
11/03/1964,         790,      1,
11/04/1964,         810,      1,
11/05/1964,         810,      1,
11/06/1964,         815,      1,
11/07/1964,         850,      1,
11/08/1964,         920,      1,
11/09/1964,         860,      1,
11/10/1964,         925,      1,
11/11/1964,        1130,      1,
11/12/1964,        1240,      1,
11/13/1964,        1270,      1,
11/14/1964,        1430,      1,
11/15/1964,        1950,      1,
11/16/1964,        1820,      1,
11/17/1964,        1500,      1,
11/18/1964,        1280,      1,
11/19/1964,        2100,      1,
11/20/1964,        2400,      1,
11/21/1964,        2420,      1,
11/22/1964,        2360,      1,
11/23/1964,        2230,      1,
11/24/1964,        2100,      1,
11/25/1964,        1700,      1,
11/26/1964,        1520,      1,
11/27/1964,        1280,      1,
11/28/1964,        1210,      1,
11/29/1964,        1190,      1,
11/30/1964,        1180,      1,
12/01/1964,        1220,      1,
12/02/1964,        1390,      1,
12/03/1964,        1340,      1,
12/04/1964,        1280,      1,
12/05/1964,        1340,      1,
12/06/1964,        1220,      1,
12/07/1964,        1050,      1,
12/08/1964,        1130,      1,
12/09/1964,        1290,      1,
12/10/1964,        1270,      1,
12/11/1964,        1290,      1,
12/12/1964,        1320,      1,
12/13/1964,        1270,      1,
12/14/1964,        1110,      1,
12/15/1964,        1310,      1,
12/16/1964,        1590,      1,
12/17/1964,        1580,      1,
12/18/1964,        1530,      1,
12/19/1964,        1640,      1,
12/20/1964,        1630,      1,
12/21/1964,        1530,      1,
12/22/1964,        1640,      1,
12/23/1964,        2120,      1,
12/24/1964,        4310,      1,
12/25/1964,        8140,      1,
12/26/1964,        8000,      1,
12/27/1964,        8730,      1,
12/28/1964,        8420,      1,
12/29/1964,        8560,      1,
12/30/1964,        8710,      1,
12/31/1964,        8540,      1,
01/01/1965,        8700,      1,
01/02/1965,        8790,      1,
01/03/1965,        8480,      1,
01/04/1965,        8230,      1,
01/05/1965,        8040,      1,
01/06/1965,        7860,      1,
01/07/1965,        8140,      1,
01/08/1965,       10100,      1,
01/09/1965,        8190,      1,
01/10/1965,        8300,      1,
01/11/1965,        9630,      1,
01/12/1965,        9650,      1,
01/13/1965,        9430,      1,
01/14/1965,        8820,      1,
01/15/1965,        6750,      1,
01/16/1965,        5100,      1,
01/17/1965,        4350,      1,
01/18/1965,        4010,      1,
01/19/1965,        3790,      1,
01/20/1965,        3580,      1,
01/21/1965,        3340,      1,
01/22/1965,        3260,      1,
01/23/1965,        3210,      1,
01/24/1965,        3180,      1,
01/25/1965,        3210,      1,
01/26/1965,        3700,      1,
01/27/1965,        4460,      1,
01/28/1965,        4560,      1,
01/29/1965,        4210,      1,
01/30/1965,        3940,      1,
01/31/1965,        3750,      1,
02/01/1965,        3660,      1,
02/02/1965,        3580,      1,
02/03/1965,        3450,      1,
02/04/1965,        3370,      1,
02/05/1965,        3580,      1,
02/06/1965,        4090,      1,
02/07/1965,        4590,      1,
02/08/1965,        4780,      1,
02/09/1965,        4840,      1,
02/10/1965,        4840,      1,
02/11/1965,        4400,      1,
02/12/1965,        4010,      1,
02/13/1965,        3950,      1,
02/14/1965,        3950,      1,
02/15/1965,        3970,      1,
02/16/1965,        3740,      1,
02/17/1965,        3460,      1,
02/18/1965,        3390,      1,
02/19/1965,        3330,      1,
02/20/1965,        3200,      1,
02/21/1965,        3260,      1,
02/22/1965,        3180,      1,
02/23/1965,        3340,      1,
02/24/1965,        3760,      1,
02/25/1965,        3870,      1,
02/26/1965,        3760,      1,
02/27/1965,        3210,      1,
02/28/1965,        3200,      1,
03/01/1965,        3110,      1,
03/02/1965,        3090,      1,
03/03/1965,        3070,      1,
03/04/1965,        2830,      1,
03/05/1965,        2550,      1,
03/06/1965,        2460,      1,
03/07/1965,        2340,      1,
03/08/1965,        2590,      1,
03/09/1965,        2990,      1,
03/10/1965,        2950,      1,
03/11/1965,        2040,      1,
03/12/1965,        1590,      1,
03/13/1965,        1600,      1,
03/14/1965,        2040,      1,
03/15/1965,        1070,      1,
03/16/1965,         910,      1,
03/17/1965,         905,      1,
03/18/1965,         875,      1,
03/19/1965,         915,      1,
03/20/1965,         855,      1,
03/21/1965,         740,      1,
03/22/1965,         690,      1,
03/23/1965,         665,      1,
03/24/1965,         660,      1,
03/25/1965,         680,      1,
03/26/1965,         855,      1,
03/27/1965,         925,      1,
03/28/1965,         915,      1,
03/29/1965,         725,      1,
03/30/1965,         735,      1,
03/31/1965,         895,      1,
04/01/1965,        1270,      1,
04/02/1965,        1490,      1,
04/03/1965,        2490,      1,
04/04/1965,        3070,      1,
04/05/1965,        3040,      1,
04/06/1965,        3010,      1,
04/07/1965,        2760,      1,
04/08/1965,        2840,      1,
04/09/1965,        2870,      1,
04/10/1965,        3510,      1,
04/11/1965,        4510,      1,
04/12/1965,        5430,      1,
04/13/1965,        5800,      1,
04/14/1965,        6370,      1,
04/15/1965,        6820,      1,
04/16/1965,        7160,      1,
04/17/1965,        6520,      1,
04/18/1965,        5670,      1,
04/19/1965,        5490,      1,
04/20/1965,        5310,      1,
04/21/1965,        4650,      1,
04/22/1965,        4610,      1,
04/23/1965,        3880,      1,
04/24/1965,        3900,      1,
04/25/1965,        3820,      1,
04/26/1965,        3660,      1,
04/27/1965,        3580,      1,
04/28/1965,        3040,      1,
04/29/1965,        2490,      1,
04/30/1965,        1980,      1,
05/01/1965,        1390,      1,
05/02/1965,        1290,      1,
05/03/1965,        1220,      1,
05/04/1965,        1180,      1,
05/05/1965,        1180,      1,
05/06/1965,        1660,      1,
05/07/1965,        1810,      1,
05/08/1965,        1790,      1,
05/09/1965,        1740,      1,
05/10/1965,        1760,      1,
05/11/1965,        1580,      1,
05/12/1965,        1180,      1,
05/13/1965,        1120,      1,
05/14/1965,        1080,      1,
05/15/1965,        1040,      1,
05/16/1965,         975,      1,
05/17/1965,        1000,      1,
05/18/1965,        1100,      1,
05/19/1965,        1510,      1,
05/20/1965,        1520,      1,
05/21/1965,        1570,      1,
05/22/1965,        1670,      1,
05/23/1965,        1880,      1,
05/24/1965,        2360,      1,
05/25/1965,        2340,      1,
05/26/1965,        2020,      1,
05/27/1965,        1450,      1,
05/28/1965,        1280,      1,
05/29/1965,        1180,      1,
05/30/1965,        1040,      1,
05/31/1965,         970,      1,
06/01/1965,         940,      1,
06/02/1965,         915,      1,
06/03/1965,        1410,      1,
06/04/1965,        1560,      1,
06/05/1965,        1590,      1,
06/06/1965,        1600,      1,
06/07/1965,        1240,      1,
06/08/1965,        1090,      1,
06/09/1965,        1100,      1,
06/10/1965,        1220,      1,
06/11/1965,        1220,      1,
06/12/1965,        1230,      1,
06/13/1965,        1950,      1,
06/14/1965,        2860,      1,
06/15/1965,        2420,      1,
06/16/1965,        1990,      1,
06/17/1965,        2580,      1,
06/18/1965,        2520,      1,
06/19/1965,        1780,      1,
06/20/1965,        1230,      1,
06/21/1965,        1120,      1,
06/22/1965,        1390,      1,
06/23/1965,        2270,      1,
06/24/1965,        2440,      1,
06/25/1965,        2490,      1,
06/26/1965,        2430,      1,
06/27/1965,        2380,      1,
06/28/1965,        2600,      1,
06/29/1965,        2550,      1,
06/30/1965,        2080,      1,
07/01/1965,        1870,      1,
07/02/1965,        1810,      1,
07/03/1965,        1140,      1,
07/04/1965,        1050,      1,
07/05/1965,         945,      1,
07/06/1965,         920,      1,
07/07/1965,         870,      1,
07/08/1965,         860,      1,
07/09/1965,         845,      1,
07/10/1965,         775,      1,
07/11/1965,         755,      1,
07/12/1965,         810,      1,
07/13/1965,        1250,      1,
07/14/1965,        1000,      1,
07/15/1965,         770,      1,
07/16/1965,         745,      1,
07/17/1965,         630,      1,
07/18/1965,         530,      1,
07/19/1965,         450,      1,
07/20/1965,         410,      1,
07/21/1965,         410,      1,
07/22/1965,         405,      1,
07/23/1965,         455,      1,
07/24/1965,         445,      1,
07/25/1965,         410,      1,
07/26/1965,         405,      1,
07/27/1965,         410,      1,
07/28/1965,         430,      1,
07/29/1965,         430,      1,
07/30/1965,         435,      1,
07/31/1965,         430,      1,
08/01/1965,         450,      1,
08/02/1965,         455,      1,
08/03/1965,         450,      1,
08/04/1965,         430,      1,
08/05/1965,         430,      1,
08/06/1965,         425,      1,
08/07/1965,         435,      1,
08/08/1965,         410,      1,
08/09/1965,         415,      1,
08/10/1965,         395,      1,
08/11/1965,         420,      1,
08/12/1965,         510,      1,
08/13/1965,         575,      1,
08/14/1965,         510,      1,
08/15/1965,         425,      1,
08/16/1965,         435,      1,
08/17/1965,         410,      1,
08/18/1965,         405,      1,
08/19/1965,         390,      1,
08/20/1965,         395,      1,
08/21/1965,         400,      1,
08/22/1965,         400,      1,
08/23/1965,         390,      1,
08/24/1965,         380,      1,
08/25/1965,         390,      1,
08/26/1965,         395,      1,
08/27/1965,         390,      1,
08/28/1965,         380,      1,
08/29/1965,         380,      1,
08/30/1965,         400,      1,
08/31/1965,         375,      1,
09/01/1965,         370,      1,
09/02/1965,         380,      1,
09/03/1965,         375,      1,
09/04/1965,         375,      1,
09/05/1965,         385,      1,
09/06/1965,         405,      1,
09/07/1965,         405,      1,
09/08/1965,         400,      1,
09/09/1965,         400,      1,
09/10/1965,         400,      1,
09/11/1965,         410,      1,
09/12/1965,         405,      1,
09/13/1965,         410,      1,
09/14/1965,         400,      1,
09/15/1965,         390,      1,
09/16/1965,         405,      1,
09/17/1965,         430,      1,
09/18/1965,         450,      1,
09/19/1965,         440,      1,
09/20/1965,         435,      1,
09/21/1965,"",    151,
09/22/1965,"",    151,
09/23/1965,"",    151,
09/24/1965,"",    151,
09/25/1965,"",    151,
09/26/1965,"",    151,
09/27/1965,"",    151,
09/28/1965,        1180,      1,
09/29/1965,        1230,      1,
09/30/1965,        1470,      1,
10/01/1965,        1600,      1,
10/02/1965,        1590,      1,
10/03/1965,        1620,      1,
10/04/1965,        1600,      1,
10/05/1965,        1600,      1,
10/06/1965,        1730,      1,
10/07/1965,        1910,      1,
10/08/1965,        1920,      1,
10/09/1965,        1920,      1,
10/10/1965,        1830,      1,
10/11/1965,        1930,      1,
10/12/1965,        2090,      1,
10/13/1965,        2340,      1,
10/14/1965,        2500,      1,
10/15/1965,        2610,      1,
10/16/1965,        2750,      1,
10/17/1965,        2630,      1,
10/18/1965,        2590,      1,
10/19/1965,        2540,      1,
10/20/1965,        2300,      1,
10/21/1965,        1890,      1,
10/22/1965,        1360,      1,
10/23/1965,        1260,      1,
10/24/1965,        1190,      1,
10/25/1965,        1180,      1,
10/26/1965,        1110,      1,
10/27/1965,        1140,      1,
10/28/1965,        1260,      1,
10/29/1965,        2000,      1,
10/30/1965,        2140,      1,
10/31/1965,        2120,      1,
11/01/1965,        2100,      1,
11/02/1965,        1790,      1,
11/03/1965,        1690,      1,
11/04/1965,        1660,      1,
11/05/1965,        1630,      1,
11/06/1965,        1610,      1,
11/07/1965,        1530,      1,
11/08/1965,        1460,      1,
11/09/1965,        1490,      1,
11/10/1965,        1570,      1,
11/11/1965,        1600,      1,
11/12/1965,        1570,      1,
11/13/1965,        1610,      1,
11/14/1965,        1640,      1,
11/15/1965,        1570,      1,
11/16/1965,        1560,      1,
11/17/1965,        1730,      1,
11/18/1965,        1730,      1,
11/19/1965,        1700,      1,
11/20/1965,        1770,      1,
11/21/1965,        2330,      1,
11/22/1965,        2440,      1,
11/23/1965,        2520,      1,
11/24/1965,        2760,      1,
11/25/1965,        3070,      1,
11/26/1965,        3020,      1,
11/27/1965,        2880,      1,
11/28/1965,        2860,      1,
11/29/1965,        2810,      1,
11/30/1965,        2830,      1,
12/01/1965,        2840,      1,
12/02/1965,        2840,      1,
12/03/1965,        2840,      1,
12/04/1965,        2840,      1,
12/05/1965,        2860,      1,
12/06/1965,        2860,      1,
12/07/1965,        2860,      1,
12/08/1965,        2880,      1,
12/09/1965,        2880,      1,
12/10/1965,        2900,      1,
12/11/1965,        2900,      1,
12/12/1965,        2910,      1,
12/13/1965,        2870,      1,
12/14/1965,        2860,      1,
12/15/1965,        2920,      1,
12/16/1965,        2930,      1,
12/17/1965,        2960,      1,
12/18/1965,        2870,      1,
12/19/1965,        2790,      1,
12/20/1965,        2700,      1,
12/21/1965,        2830,      1,
12/22/1965,        2890,      1,
12/23/1965,        2860,      1,
12/24/1965,        2670,      1,
12/25/1965,        1740,      1,
12/26/1965,        1280,      1,
12/27/1965,        1090,      1,
12/28/1965,        1200,      1,
12/29/1965,        1480,      1,
12/30/1965,        1670,      1,
12/31/1965,        3350,      1,
01/01/1966,        3620,      1,
01/02/1966,        3370,      1,
01/03/1966,        3020,      1,
01/04/1966,        2600,      1,
01/05/1966,        2200,      1,
01/06/1966,        1800,      1,
01/07/1966,        1670,      1,
01/08/1966,        1680,      1,
01/09/1966,        1620,      1,
01/10/1966,        1540,      1,
01/11/1966,        1600,      1,
01/12/1966,        2050,      1,
01/13/1966,        2180,      1,
01/14/1966,        2180,      1,
01/15/1966,        2230,      1,
01/16/1966,        1640,      1,
01/17/1966,        1550,      1,
01/18/1966,        1560,      1,
01/19/1966,        1590,      1,
01/20/1966,        1580,      1,
01/21/1966,        1550,      1,
01/22/1966,        1420,      1,
01/23/1966,        1330,      1,
01/24/1966,        1270,      1,
01/25/1966,        1320,      1,
01/26/1966,        1380,      1,
01/27/1966,        1430,      1,
01/28/1966,        1420,      1,
01/29/1966,        1420,      1,
01/30/1966,        1500,      1,
01/31/1966,        1670,      1,
02/01/1966,        2730,      1,
02/02/1966,        1840,      1,
02/03/1966,        1760,      1,
02/04/1966,        1710,      1,
02/05/1966,        1650,      1,
02/06/1966,        1710,      1,
02/07/1966,        2870,      1,
02/08/1966,        2220,      1,
02/09/1966,        1880,      1,
02/10/1966,        1780,      1,
02/11/1966,        1770,      1,
02/12/1966,        1740,      1,
02/13/1966,        1670,      1,
02/14/1966,        1580,      1,
02/15/1966,        1620,      1,
02/16/1966,        1640,      1,
02/17/1966,        1630,      1,
02/18/1966,        1600,      1,
02/19/1966,        1590,      1,
02/20/1966,        1540,      1,
02/21/1966,        1490,      1,
02/22/1966,        1540,      1,
02/23/1966,        1520,      1,
02/24/1966,        1500,      1,
02/25/1966,        1550,      1,
02/26/1966,        1550,      1,
02/27/1966,        1520,      1,
02/28/1966,        1460,      1,
03/01/1966,        1450,      1,
03/02/1966,        1680,      1,
03/03/1966,        1810,      1,
03/04/1966,        1710,      1,
03/05/1966,        1830,      1,
03/06/1966,        1620,      1,
03/07/1966,        1370,      1,
03/08/1966,        1340,      1,
03/09/1966,        1330,      1,
03/10/1966,        1350,      1,
03/11/1966,        1270,      1,
03/12/1966,         967,      1,
03/13/1966,         884,      1,
03/14/1966,         851,      1,
03/15/1966,         823,      1,
03/16/1966,         798,      1,
03/17/1966,         787,      1,
03/18/1966,         791,      1,
03/19/1966,         773,      1,
03/20/1966,         552,      1,
03/21/1966,         455,      1,
03/22/1966,         434,      1,
03/23/1966,         423,      1,
03/24/1966,         425,      1,
03/25/1966,         417,      1,
03/26/1966,         427,      1,
03/27/1966,         409,      1,
03/28/1966,         416,      1,
03/29/1966,         384,      1,
03/30/1966,         394,      1,
03/31/1966,         393,      1,
04/01/1966,         403,      1,
04/02/1966,         398,      1,
04/03/1966,         413,      1,
04/04/1966,         381,      1,
04/05/1966,         365,      1,
04/06/1966,         352,      1,
04/07/1966,         337,      1,
04/08/1966,         343,      1,
04/09/1966,         343,      1,
04/10/1966,         409,      1,
04/11/1966,         399,      1,
04/12/1966,         386,      1,
04/13/1966,         370,      1,
04/14/1966,         362,      1,
04/15/1966,         342,      1,
04/16/1966,         331,      1,
04/17/1966,         330,      1,
04/18/1966,         342,      1,
04/19/1966,         347,      1,
04/20/1966,         352,      1,
04/21/1966,         344,      1,
04/22/1966,         343,      1,
04/23/1966,         337,      1,
04/24/1966,         338,      1,
04/25/1966,         338,      1,
04/26/1966,         337,      1,
04/27/1966,         323,      1,
04/28/1966,         319,      1,
04/29/1966,         331,      1,
04/30/1966,         325,      1,
05/01/1966,         314,      1,
05/02/1966,         323,      1,
05/03/1966,         306,      1,
05/04/1966,         307,      1,
05/05/1966,         310,      1,
05/06/1966,         318,      1,
05/07/1966,         321,      1,
05/08/1966,         322,      1,
05/09/1966,         325,      1,
05/10/1966,         336,      1,
05/11/1966,         306,      1,
05/12/1966,         357,      1,
05/13/1966,         286,      1,
05/14/1966,         292,      1,
05/15/1966,         302,      1,
05/16/1966,         301,      1,
05/17/1966,         284,      1,
05/18/1966,         284,      1,
05/19/1966,         276,      1,
05/20/1966,         285,      1,
05/21/1966,         285,      1,
05/22/1966,         281,      1,
05/23/1966,         279,      1,
05/24/1966,         281,      1,
05/25/1966,         326,      1,
05/26/1966,         277,      1,
05/27/1966,         264,      1,
05/28/1966,         270,      1,
05/29/1966,         272,      1,
05/30/1966,         268,      1,
05/31/1966,         259,      1,
06/01/1966,         259,      1,
06/02/1966,         263,      1,
06/03/1966,         258,      1,
06/04/1966,         261,      1,
06/05/1966,         267,      1,
06/06/1966,         259,      1,
06/07/1966,         274,      1,
06/08/1966,         264,      1,
06/09/1966,         255,      1,
06/10/1966,         249,      1,
06/11/1966,         246,      1,
06/12/1966,         249,      1,
06/13/1966,         243,      1,
06/14/1966,         248,      1,
06/15/1966,         233,      1,
06/16/1966,         232,      1,
06/17/1966,         232,      1,
06/18/1966,         233,      1,
06/19/1966,         233,      1,
06/20/1966,         234,      1,
06/21/1966,         234,      1,
06/22/1966,         221,      1,
06/23/1966,         225,      1,
06/24/1966,         230,      1,
06/25/1966,         224,      1,
06/26/1966,         231,      1,
06/27/1966,         236,      1,
06/28/1966,         233,      1,
06/29/1966,         229,      1,
06/30/1966,         225,      1,
07/01/1966,         231,      1,
07/02/1966,         262,      1,
07/03/1966,         234,      1,
07/04/1966,         241,      1,
07/05/1966,         229,      1,
07/06/1966,         218,      1,
07/07/1966,         211,      1,
07/08/1966,         226,      1,
07/09/1966,         224,      1,
07/10/1966,         230,      1,
07/11/1966,         223,      1,
07/12/1966,         212,      1,
07/13/1966,         212,      1,
07/14/1966,         217,      1,
07/15/1966,         245,      1,
07/16/1966,         240,      1,
07/17/1966,         231,      1,
07/18/1966,         222,      1,
07/19/1966,         221,      1,
07/20/1966,         210,      1,
07/21/1966,         196,      1,
07/22/1966,         201,      1,
07/23/1966,         198,      1,
07/24/1966,         214,      1,
07/25/1966,         211,      1,
07/26/1966,         207,      1,
07/27/1966,         197,      1,
07/28/1966,         193,      1,
07/29/1966,         190,      1,
07/30/1966,         207,      1,
07/31/1966,         227,      1,
08/01/1966,         216,      1,
08/02/1966,         191,      1,
08/03/1966,         189,      1,
08/04/1966,         216,      1,
08/05/1966,         218,      1,
08/06/1966,         214,      1,
08/07/1966,         212,      1,
08/08/1966,         218,      1,
08/09/1966,         221,      1,
08/10/1966,         215,      1,
08/11/1966,         227,      1,
08/12/1966,         218,      1,
08/13/1966,         220,      1,
08/14/1966,         214,      1,
08/15/1966,         213,      1,
08/16/1966,         183,      1,
08/17/1966,         194,      1,
08/18/1966,         198,      1,
08/19/1966,         202,      1,
08/20/1966,         215,      1,
08/21/1966,         215,      1,
08/22/1966,         203,      1,
08/23/1966,         203,      1,
08/24/1966,         208,      1,
08/25/1966,         215,      1,
08/26/1966,         215,      1,
08/27/1966,         221,      1,
08/28/1966,         221,      1,
08/29/1966,         232,      1,
08/30/1966,         240,      1,
08/31/1966,         234,      1,
09/01/1966,         237,      1,
09/02/1966,         235,      1,
09/03/1966,         245,      1,
09/04/1966,         250,      1,
09/05/1966,         242,      1,
09/06/1966,         227,      1,
09/07/1966,         223,      1,
09/08/1966,         212,      1,
09/09/1966,         214,      1,
09/10/1966,         220,      1,
09/11/1966,         217,      1,
09/12/1966,         211,      1,
09/13/1966,         212,      1,
09/14/1966,         207,      1,
09/15/1966,         224,      1,
09/16/1966,         226,      1,
09/17/1966,         225,      1,
09/18/1966,         218,      1,
09/19/1966,         227,      1,
09/20/1966,         228,      1,
09/21/1966,         225,      1,
09/22/1966,         208,      1,
09/23/1966,         202,      1,
09/24/1966,         211,      1,
09/25/1966,         202,      1,
09/26/1966,         188,      1,
09/27/1966,         193,      1,
09/28/1966,         199,      1,
09/29/1966,         212,      1,
09/30/1966,         254,      1,
10/01/1966,         308,      1,
10/02/1966,         311,      1,
10/03/1966,         334,      1,
10/04/1966,         340,      1,
10/05/1966,         336,      1,
10/06/1966,         315,      1,
10/07/1966,         336,      1,
10/08/1966,         331,      1,
10/09/1966,         324,      1,
10/10/1966,         329,      1,
10/11/1966,         334,      1,
10/12/1966,         522,      1,
10/13/1966,         602,      1,
10/14/1966,         617,      1,
10/15/1966,         614,      1,
10/16/1966,         690,      1,
10/17/1966,         779,      1,
10/18/1966,         756,      1,
10/19/1966,         828,      1,
10/20/1966,         852,      1,
10/21/1966,         855,      1,
10/22/1966,         845,      1,
10/23/1966,         845,      1,
10/24/1966,         743,      1,
10/25/1966,         594,      1,
10/26/1966,         626,      1,
10/27/1966,         626,      1,
10/28/1966,         611,      1,
10/29/1966,         594,      1,
10/30/1966,         591,      1,
10/31/1966,         545,      1,
11/01/1966,         399,      1,
11/02/1966,         539,      1,
11/03/1966,         721,      1,
11/04/1966,         802,      1,
11/05/1966,         805,      1,
11/06/1966,         818,      1,
11/07/1966,         848,      1,
11/08/1966,         828,      1,
11/09/1966,         815,      1,
11/10/1966,         808,      1,
11/11/1966,         815,      1,
11/12/1966,         808,      1,
11/13/1966,         805,      1,
11/14/1966,         752,      1,
11/15/1966,         753,      1,
11/16/1966,         831,      1,
11/17/1966,         842,      1,
11/18/1966,         821,      1,
11/19/1966,         808,      1,
11/20/1966,         626,      1,
11/21/1966,         414,      1,
11/22/1966,         386,      1,
11/23/1966,         659,      1,
11/24/1966,         756,      1,
11/25/1966,         588,      1,
11/26/1966,         399,      1,
11/27/1966,         465,      1,
11/28/1966,         355,      1,
11/29/1966,         331,      1,
11/30/1966,         597,      1,
12/01/1966,         709,      1,
12/02/1966,         759,      1,
12/03/1966,         782,      1,
12/04/1966,         795,      1,
12/05/1966,         838,      1,
12/06/1966,        1100,      1,
12/07/1966,        2480,      1,
12/08/1966,        3730,      1,
12/09/1966,        4420,      1,
12/10/1966,        5130,      1,
12/11/1966,        5390,      1,
12/12/1966,        3980,      1,
12/13/1966,        3350,      1,
12/14/1966,        2990,      1,
12/15/1966,        2900,      1,
12/16/1966,        2840,      1,
12/17/1966,        2840,      1,
12/18/1966,        2810,      1,
12/19/1966,        2820,      1,
12/20/1966,        2820,      1,
12/21/1966,        2840,      1,
12/22/1966,        2870,      1,
12/23/1966,        2870,      1,
12/24/1966,        2900,      1,
12/25/1966,        2930,      1,
12/26/1966,        2950,      1,
12/27/1966,        2970,      1,
12/28/1966,        2740,      1,
12/29/1966,        2200,      1,
12/30/1966,        2160,      1,
12/31/1966,        2140,      1,
01/01/1967,        1880,      1,
01/02/1967,        1340,      1,
01/03/1967,        1210,      1,
01/04/1967,        1340,      1,
01/05/1967,        1410,      1,
01/06/1967,        1320,      1,
01/07/1967,        1280,      1,
01/08/1967,        1150,      1,
01/09/1967,        1020,      1,
01/10/1967,        1070,      1,
01/11/1967,        1140,      1,
01/12/1967,        1110,      1,
01/13/1967,        1070,      1,
01/14/1967,        1070,      1,
01/15/1967,        1000,      1,
01/16/1967,         955,      1,
01/17/1967,         966,      1,
01/18/1967,        1020,      1,
01/19/1967,        1050,      1,
